conv_id,div_mean,div_variance,div_trend,div_max_spike,div_range,div_n_pairs,expr_mean,expr_variance,expr_trend,expr_range,expr_early_mean,expr_late_mean,expr_shift,repair_rate,constraint_pressure,hedge_assert_ratio,ai_refusal_rate,goal_drift_mean,goal_drift_variance,goal_stability,length_ratio,affect_mean,affect_variance,affect_trend,affect_range,affect_max,affect_min,affect_peak_count,affect_valley_count,valence_mean,valence_variance,valence_trend,n_messages,n_messages_log,n_user_messages,n_ai_messages,user_avg_length,ai_avg_length,user_length_var,ai_length_var
chatbot_arena_0018,0.11759478607018403,4.5248634332195465e-05,0.0029798915290046566,0.12681380010147134,0.01570268899036023,4,0.1875,0.06696428571428571,0.017857142857142856,0.5,0.125,0.25,0.125,0.0,0.0,0.0,0.0,0.7194200779727096,0.04447206156025214,0.28057992202729043,10.0,0.496625,0.004359130714285713,0.0004214285714285772,0.2123,0.622,0.4097,1,1,0.42715000000000003,0.003895197142857143,0.0006428571428571421,8,2.1972245773362196,4,4,13.75,153,26.25,3810
chatbot_arena_0019,0.12833658219623134,0.0005934337082086257,-0.034450942170240445,0.14556205328135155,0.034450942170240445,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.9523809523809523,0.0,0.04761904761904767,9.954545454545455,0.55505,0.004097176666666671,-0.012520000000000009,0.14150000000000007,0.6185,0.477,0,1,0.366025,0.002805209166666666,0.010849999999999988,4,1.6094379124341003,2,2,11,109.5,98,40.5
chatbot_arena_0021,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,10.0,0.497675,0.01826988916666666,0.033489999999999985,0.27979999999999994,0.7,0.4202,1,0,0.430375,0.01358484916666667,-0.030749999999999993,4,1.6094379124341003,2,2,6,66.5,8,0.5
chatbot_arena_0022,0.11513792564008968,2.41705281933052e-07,-0.0006952773287445119,0.11548556430446194,0.0006952773287445119,2,0.375,0.0625,-0.05,0.5,0.5,0.25,-0.25,0.0,0.0,0.5,0.0,0.8095238095238095,0.0,0.19047619047619047,8.96774193548387,0.420375,9.664916666666661e-05,-0.004429999999999995,0.022699999999999998,0.4295,0.4068,1,0,0.489325,0.00011084916666666648,0.003030000000000005,4,1.6094379124341003,2,2,15.5,139,0.5,288
chatbot_arena_0023,0.15442502427521154,0.001209072747627604,-0.04917464280760164,0.17901234567901236,0.04917464280760164,2,0.25,0.08333333333333333,-0.2,0.5,0.5,0.0,-0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,10.0,0.401775,5.4789166666666694e-05,0.0021700000000000053,0.017000000000000015,0.4124,0.3954,1,0,0.7607999999999999,0.03301481999999999,-0.04290000000000001,4,1.6094379124341003,2,2,6.5,142.5,12.5,31000.5
chatbot_arena_0025,0.1419753086419753,0.0019051973784484071,-0.06172839506172839,0.1728395061728395,0.06172839506172839,2,0.25,0.08333333333333333,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.9285714285714286,0.0,0.0714285714285714,6.066666666666666,0.3948,2.8913333333333326e-05,0.00398,0.0131,0.4018,0.3887,0,0,0.67845,0.03860827666666667,0.14338,4,1.6094379124341003,2,2,7.5,45.5,4.5,1200.5
chatbot_arena_0027,0.11312953478446436,0.018127526516267253,0.19040759709773797,0.20833333333333334,0.19040759709773797,2,0.25,0.25,0.3,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.9591836734693877,0.0,0.04081632653061229,0.6326530612244898,0.582075,0.045175062500000016,0.15273000000000003,0.40310000000000007,0.801,0.3979,0,1,0.47585,0.10421541666666667,-0.2096,4,1.6094379124341003,2,2,73.5,46.5,9384.5,1404.5
chatbot_arena_0028,0.21572159565580618,0.001001159752015097,-0.04474728487886381,0.23809523809523808,0.04474728487886381,2,0.5,0.16666666666666666,0.3,1.0,0.25,0.75,0.5,0.0,0.0,0.5,0.0,0.9166666666666666,0.0,0.08333333333333337,10.0,0.411325,0.0006236491666666661,0.013869999999999993,0.05409999999999998,0.4483,0.3942,1,1,0.7693,0.004925913333333332,-0.03326,4,1.6094379124341003,2,2,6.5,130,4.5,7200
chatbot_arena_0029,0.15873015873015872,0.009070294784580503,0.05714285714285716,0.3015873015873016,0.19047619047619052,4,0.4375,0.03125,-0.02976190476190476,0.5,0.5,0.375,-0.125,0.0,0.0,0.5,0.0,0.9848484848484849,0.0006887052341597783,0.015151515151515138,4.0,0.412275,0.000693187857142857,-0.004045238095238095,0.08339999999999997,0.4739,0.3905,2,2,0.5411375,0.0020082083928571427,-0.0017011904761904772,8,2.1972245773362196,4,4,9,36,31.333333333333332,236
chatbot_arena_0031,0.1950056116722783,0.041760824355287496,-0.28900112233445563,0.3395061728395061,0.28900112233445563,2,0.375,0.0625,0.15,0.5,0.25,0.5,0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.2352941176470589,0.54295,0.07556467000000001,0.16620000000000001,0.5564,0.9552,0.3988,1,1,0.39897499999999997,0.057704909166666665,-0.14676999999999998,4,1.6094379124341003,2,2,8.5,10.5,0.5,0.5
chatbot_arena_0032,0.1193452380952381,2.4112654320987677e-05,-0.0069444444444444475,0.12281746031746033,0.0069444444444444475,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666663,10.0,0.40225,3.8376666666666824e-05,0.0024800000000000043,0.014300000000000035,0.4107,0.3964,1,1,0.5134000000000001,0.0005170533333333332,0.00828,4,1.6094379124341003,2,2,7,191.5,18,1984.5
chatbot_arena_0033,0.07017543859649122,0.009849184364419821,-0.14035087719298245,0.14035087719298245,0.14035087719298245,2,0.25,0.08333333333333333,0.2,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,8.4,0.42157500000000003,0.0006426891666666663,0.00989,0.059199999999999975,0.4577,0.3985,1,0,0.544575,0.0008605491666666692,0.011850000000000038,4,1.6094379124341003,2,2,10,84,162,2888
chatbot_arena_0034,0.13306475949061503,0.000963925354341789,-0.04390729675900781,0.15501840787011892,0.04390729675900781,2,0.25,0.08333333333333333,0.2,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.9,0.0,0.09999999999999998,10.0,0.400175,0.00020250916666666666,-0.008929999999999993,0.032299999999999995,0.4208,0.3885,0,1,0.5619000000000001,0.005203239999999999,0.03011999999999999,4,1.6094379124341003,2,2,11,167,18,18432
chatbot_arena_0039,0.2005005005005005,0.007047067087107131,-0.11871871871871875,0.2598598598598599,0.11871871871871875,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,10.0,0.43425,0.0016386433333333333,0.0006399999999999906,0.0781,0.4763,0.3982,1,0,0.55995,0.01694767,0.0752,4,1.6094379124341003,2,2,6,74,0,0
chatbot_arena_0040,0.23374754948460125,0.0007575260586172729,0.038923670397773974,0.25320938468348825,0.038923670397773974,2,0.625,0.0625,0.15,0.5,0.5,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.42762500000000003,0.001170149166666666,0.020989999999999988,0.0695,0.4626,0.3931,1,1,0.65045,0.032357176666666675,-0.12434000000000003,4,1.6094379124341003,2,2,5,129,32,29768
chatbot_arena_0042,0.08333333333333333,0.0015432098765432098,0.05555555555555555,0.1111111111111111,0.05555555555555555,2,0.375,0.0625,-0.05,0.5,0.5,0.25,-0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.0,3.533333333333333,0.4232,0.0032607133333333303,0.007579999999999998,0.11999999999999994,0.5085,0.3885,1,1,0.50715,0.00336793,0.0030599999999999794,4,1.6094379124341003,2,2,7.5,26.5,60.5,924.5
chatbot_arena_0043,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,2,0.25,0.08333333333333333,0.1,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.8461538461538461,0.0,0.15384615384615385,10.0,0.628275,0.04065966916666666,0.09037,0.4846,0.9025,0.4179,1,0,0.3312,0.03302055333333334,-0.08738000000000001,4,1.6094379124341003,2,2,7.5,289,4.5,392
chatbot_arena_0045,0.17154418220216786,0.0023430657126502067,-0.016460181723203224,0.21428571428571427,0.0953042328042328,3,0.3333333333333333,0.06666666666666667,-0.11428571428571428,0.5,0.5,0.16666666666666666,-0.33333333333333337,0.0,0.0,0.5,0.0,0.8421052631578947,0.04986149584487534,0.1578947368421053,8.620689655172415,0.41368333333333335,0.0003595816666666665,-0.0017457142857142853,0.045999999999999985,0.4416,0.3956,1,2,0.6516333333333333,0.02879143866666666,-0.03726857142857142,6,1.9459101490553132,3,3,9.666666666666666,83.33333333333333,56.333333333333336,15500.333333333336
chatbot_arena_0046,0.12407407407407407,0.0003189300411522637,0.013888888888888895,0.14444444444444446,0.033333333333333354,3,0.4166666666666667,0.04166666666666667,-0.014285714285714284,0.5,0.5,0.3333333333333333,-0.16666666666666669,0.0,0.0,0.6666666666666666,0.0,0.9166666666666667,0.013888888888888883,0.08333333333333326,10.0,0.49635,0.008023843000000003,0.009831428571428574,0.21860000000000002,0.6106,0.392,2,1,0.43145,0.005715823,0.0013399999999999998,6,1.9459101490553132,3,3,4.666666666666667,100,4.333333333333333,868
chatbot_arena_0048,0.1224537037037037,0.008950724451303156,-0.1337962962962963,0.18935185185185185,0.1337962962962963,2,0.25,0.08333333333333333,-0.2,0.5,0.5,0.0,-0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.25,0.394975,1.4369166666666714e-05,-0.0016900000000000081,0.008500000000000008,0.4001,0.3916,1,1,0.6668000000000001,0.02002342,-0.03162000000000002,4,1.6094379124341003,2,2,8,66,50,2312
chatbot_arena_0049,0.05555555555555555,0.006172839506172839,-0.1111111111111111,0.1111111111111111,0.1111111111111111,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.7894736842105263,0.0,0.21052631578947367,4.619047619047619,0.651075,0.032427389166666674,-0.09983,0.4363000000000001,0.8473,0.411,1,0,0.305,0.027671766666666663,0.09259999999999999,4,1.6094379124341003,2,2,21,97,392,128
chatbot_arena_0053,0.05712473810884283,0.002823378282532846,-0.04424445483351515,0.11835748792270533,0.09520933977455717,3,0.16666666666666666,0.06666666666666668,0.05714285714285714,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.9090909090909091,0.01652892561983472,0.09090909090909094,7.833333333333333,0.48285,0.03624498699999999,0.014145714285714279,0.47829999999999995,0.8702,0.3919,1,1,0.5871,0.074379296,0.00603428571428571,6,1.9459101490553132,3,3,10,78.33333333333333,36,602.3333333333334
chatbot_arena_0054,0.18556469015184612,0.009042051082327111,0.13447714365145558,0.2528032619775739,0.13447714365145558,2,0.5,0.16666666666666666,0.3,1.0,0.25,0.75,0.5,0.0,0.0,0.5,0.0,0.8571428571428572,0.0,0.1428571428571428,10.0,0.4089,0.00017381999999999993,-0.00846,0.030299999999999994,0.4276,0.3973,0,1,0.691675,0.03305871583333333,0.08905,4,1.6094379124341003,2,2,8,93,8,512
chatbot_arena_0057,0.1343710860619073,0.0011260712923658513,-0.026838432635534086,0.1728395061728395,0.06172839506172839,3,0.5833333333333334,0.041666666666666664,0.014285714285714285,0.5,0.5,0.6666666666666666,0.16666666666666663,0.0,0.0,1.0,0.0,0.9666666666666667,0.0022222222222222214,0.033333333333333326,10.0,0.4230833333333333,0.001727033666666667,0.002362857142857133,0.10370000000000001,0.4923,0.3886,1,1,0.5218166666666667,0.006146093666666668,0.002225714285714285,6,1.9459101490553132,3,3,8.333333333333334,134.33333333333334,1.3333333333333333,82.33333333333333
chatbot_arena_0058,0.21961122104800265,0.005765136042205978,0.10737910450554128,0.2733007733007733,0.10737910450554128,2,0.25,0.08333333333333333,-0.1,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.8571428571428572,0.0,0.1428571428571428,10.0,0.59355,0.008659469999999992,0.050239999999999986,0.20129999999999992,0.7061,0.5048,1,1,0.3527,0.00510748,-0.046079999999999996,4,1.6094379124341003,2,2,13,228,2,2178
chatbot_arena_0059,0.2442230317430592,0.0017924859530836974,0.059874634914689834,0.2741603492004041,0.059874634914689834,2,0.375,0.0625,-0.05,0.5,0.5,0.25,-0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.44520000000000004,0.010348620000000001,0.05850000000000001,0.2087,0.5976,0.3889,0,1,0.5740000000000001,0.019736780000000002,-0.0869,4,1.6094379124341003,2,2,6,132,50,31250
chatbot_arena_0062,0.1477375918038607,0.0012536518581409803,0.005726990740303149,0.21056241426611796,0.09168129538499907,6,0.5,0.045454545454545456,-0.027972027972027972,1.0,0.5833333333333334,0.4166666666666667,-0.16666666666666669,0.16666666666666666,0.0,0.0,0.16666666666666666,0.99375,0.00019531249999999998,0.006249999999999978,7.8,0.52115,0.020596106363636364,0.011397202797202799,0.4644,0.8621,0.3977,3,4,0.45814166666666667,0.04020935901515152,-0.030190559440559445,12,2.5649493574615367,6,6,10,78,86.4,1360.4
chatbot_arena_0063,0.24474003711291847,0.0018549315577271398,0.06090864565440837,0.27519435994012265,0.06090864565440837,2,0.5,0.16666666666666666,0.1,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,10.0,0.405225,0.00020624916666666713,-0.008330000000000014,0.03080000000000005,0.4257,0.3949,1,1,0.748175,0.0088566425,-0.032730000000000016,4,1.6094379124341003,2,2,8,92,98,14450
chatbot_arena_0065,0.1491959415936024,0.008473357018221585,-0.13017954538422374,0.21428571428571427,0.13017954538422374,2,0.375,0.0625,-0.15,0.5,0.5,0.25,-0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.0,7.714285714285714,0.437775,0.002446329166666664,0.01096999999999999,0.11539999999999995,0.5085,0.3931,1,1,0.61665,0.02124603666666667,-0.08122000000000001,4,1.6094379124341003,2,2,14,108,338,20402
chatbot_arena_0068,0.17935990297974924,0.019056292801336586,-0.13719177398422683,0.3253968253968254,0.27438354796845366,3,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.6666666666666666,0.8529411764705882,0.04325259515570936,0.1470588235294118,8.391304347826086,0.43251666666666666,0.0021421456666666657,0.019688571428571423,0.11199999999999999,0.492,0.38,2,1,0.51265,0.013171751000000006,-0.03250000000000001,6,1.9459101490553132,3,3,7.666666666666667,64.33333333333333,49.333333333333336,6821.333333333333
chatbot_arena_0069,0.3249766475176311,0.005809132170755116,0.10778805287002002,0.3788706739526411,0.10778805287002002,2,0.5,0.16666666666666666,0.1,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.11111111111111116,10.0,0.4768,0.00954018666666667,-0.06772000000000002,0.20980000000000004,0.6166,0.4068,0,1,0.47872499999999996,0.010413395833333332,0.07036999999999999,4,1.6094379124341003,2,2,5,50,0,242
chatbot_arena_0070,0.17752957357419835,0.0032538809471697053,-0.08067070034615673,0.2178649237472767,0.08067070034615673,2,0.375,0.0625,0.15,0.5,0.25,0.5,0.25,0.0,0.0,1.0,2.0,0.9375,0.0,0.0625,10.0,0.497625,0.008167349166666667,-0.03703000000000002,0.2116,0.6166,0.405,1,1,0.470275,0.01947720916666667,0.016069999999999994,4,1.6094379124341003,2,2,9,162,32,32768
chatbot_arena_0071,0.2086990119777005,0.001445158060129777,0.05376166031903734,0.23557984213721916,0.05376166031903734,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,10.0,0.573475,0.014538835833333333,0.028990000000000016,0.2914,0.7362,0.4448,1,1,0.383275,0.018116209166666664,-0.027549999999999984,4,1.6094379124341003,2,2,8.5,88.5,12.5,2244.5
chatbot_arena_0072,0.20919244032658058,0.012415696450778215,0.05434657666955563,0.3196999347684279,0.2228293299864307,3,0.3333333333333333,0.06666666666666667,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.9642857142857143,0.002551020408163263,0.0357142857142857,10.0,0.5589,0.043615603999999995,-0.07597142857142856,0.4442,0.845,0.4008,2,2,0.4355833333333333,0.060701377666666674,0.10136285714285714,6,1.9459101490553132,3,3,7.333333333333333,121.66666666666667,0.3333333333333333,6265.333333333333
chatbot_arena_0074,0.13979150013322675,0.0005571109548101811,-0.033379962696509446,0.15648148148148147,0.033379962696509446,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.405075,0.00019040250000000033,-0.007830000000000009,0.028600000000000014,0.4257,0.3971,0,1,0.802575,0.008673162499999998,0.03384999999999998,4,1.6094379124341003,2,2,4.5,84.5,24.5,5940.5
chatbot_arena_0075,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,2,0.375,0.0625,0.15,0.5,0.25,0.5,0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.0,5.428571428571429,0.41047500000000003,0.0016085491666666674,0.00814999999999999,0.0821,0.4706,0.3885,1,1,0.5545,0.009150246666666667,0.03189999999999998,4,1.6094379124341003,2,2,7,38,8,1058
chatbot_arena_0076,0.05972222222222222,0.007133487654320986,-0.11944444444444444,0.11944444444444444,0.11944444444444444,2,0.375,0.0625,0.15,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.0,0.8,0.0,0.19999999999999996,5.25,0.410275,0.0002792891666666659,-0.005969999999999998,0.03979999999999995,0.4332,0.3934,0,1,0.66755,0.03431129666666668,0.08198000000000003,4,1.6094379124341003,2,2,6,31.5,2,1860.5
chatbot_arena_0079,0.17347883597883595,0.0005778201198174742,0.033994708994708994,0.19047619047619047,0.033994708994708994,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.40097499999999997,0.0002850625000000005,-0.011470000000000003,0.03570000000000001,0.4257,0.39,0,0,0.692275,0.021909102499999993,-0.06610999999999999,4,1.6094379124341003,2,2,4,63.5,18,2244.5
chatbot_arena_0081,0.09903381642512077,0.0002917220938645008,-0.024154589371980673,0.1111111111111111,0.024154589371980673,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,10.0,0.4666,0.007458779999999996,0.04907999999999999,0.18389999999999995,0.5952,0.4113,1,1,0.5089250000000001,0.01799350916666667,-0.06583000000000003,4,1.6094379124341003,2,2,4.5,150.5,0.5,21840.5
chatbot_arena_0082,0.16966966966966965,0.005523541559577596,0.10510510510510511,0.2222222222222222,0.10510510510510511,2,0.375,0.0625,0.05,0.5,0.25,0.5,0.25,0.0,0.0,0.5,0.0,0.7333333333333334,0.0,0.2666666666666666,9.3,0.468125,0.008295609166666664,-0.0069500000000000004,0.1724,0.5524,0.38,1,0,0.44725000000000004,0.004552810000000001,-0.0020200000000000105,4,1.6094379124341003,2,2,10,93,8,16928
chatbot_arena_0083,0.17087542087542087,0.00527298801709576,0.10269360269360268,0.2222222222222222,0.10269360269360268,2,0.375,0.0625,0.15,0.5,0.25,0.5,0.25,0.0,0.0,0.5,0.0,0.9090909090909091,0.0,0.09090909090909094,5.923076923076923,0.4729,0.019768619999999994,0.028099999999999993,0.2819,0.6838,0.4019,1,1,0.7918999999999999,0.12418611333333335,-0.05948000000000002,4,1.6094379124341003,2,2,6.5,38.5,4.5,1512.5
chatbot_arena_0084,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.2727272727272727,10.0,0.40545,6.990999999999996e-05,-0.006240000000000001,0.019699999999999995,0.4169,0.3972,0,0,0.591875,0.016645502500000006,0.09473000000000001,4,1.6094379124341003,2,2,7,269,8,6498
chatbot_arena_0087,0.19750442458775794,0.0022450928941692566,-0.00024737608070939945,0.25429292929292935,0.10973625140291812,4,0.5625,0.03125,-0.005952380952380952,0.5,0.625,0.5,-0.125,0.0,0.0,0.5,0.5,0.8690476190476191,0.0514455782312925,0.13095238095238093,10.0,0.4173125,0.0020620326785714283,-0.006196428571428573,0.1321,0.5213,0.3892,1,2,0.652325,0.016239885,-0.010302380952380948,8,2.1972245773362196,4,4,12,122,122,7812.666666666667
chatbot_arena_0088,0.09402177352997025,0.007991209651590614,-0.06208670028342159,0.17222222222222222,0.1572072072072072,4,0.625,0.05357142857142857,0.011904761904761904,0.5,0.625,0.625,0.0,0.0,0.0,0.5,0.75,0.9761904761904762,0.001700680272108842,0.023809523809523836,10.0,0.514675,0.03704991357142857,0.043064285714285715,0.546,0.9386,0.3926,2,2,0.5360875,0.06870723267857143,-0.05571309523809523,8,2.1972245773362196,4,4,5.5,79.5,7.0,1883.0
chatbot_arena_0089,0.1455026455026455,0.0035483329134122776,-0.051587301587301584,0.21428571428571427,0.10317460317460317,3,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.95,0.0049999999999999975,0.050000000000000044,10.0,0.5534333333333333,0.02184756666666667,0.047782857142857155,0.32049999999999995,0.7161,0.3956,1,2,0.48025,0.066030755,-0.09835142857142858,6,1.9459101490553132,3,3,4,150,7,15469
chatbot_arena_0090,0.1695044030684169,0.008792512439109827,0.08141099577085736,0.2777777777777778,0.16282199154171473,3,0.3333333333333333,0.06666666666666667,0.02857142857142857,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.9333333333333333,0.008888888888888885,0.06666666666666665,10.0,0.42346666666666666,0.0025684186666666644,0.017851428571428563,0.12839999999999996,0.5267,0.3983,1,2,0.5232666666666667,0.0058491466666666676,-0.03351428571428572,6,1.9459101490553132,3,3,7.666666666666667,264,4.333333333333333,651
chatbot_arena_0091,0.1327576453362617,0.007740394178941313,-0.12442181624571563,0.1949685534591195,0.12442181624571563,2,0.5,0.3333333333333333,0.2,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.8235294117647058,0.0,0.17647058823529416,10.0,0.412325,0.00016442916666666678,0.008890000000000009,0.031100000000000017,0.4279,0.3968,1,1,0.6669,0.014835946666666669,-0.01527999999999997,4,1.6094379124341003,2,2,11,142.5,2,544.5
