conv_id,div_mean,div_variance,div_trend,div_max_spike,div_range,div_n_pairs,expr_mean,expr_variance,expr_trend,expr_range,expr_early_mean,expr_late_mean,expr_shift,repair_rate,constraint_pressure,hedge_assert_ratio,ai_refusal_rate,goal_drift_mean,goal_drift_variance,goal_stability,length_ratio,affect_mean,affect_variance,affect_trend,affect_range,affect_max,affect_min,affect_peak_count,affect_valley_count,valence_mean,valence_variance,valence_trend,n_messages,n_messages_log,n_user_messages,n_ai_messages,user_avg_length,ai_avg_length,user_length_var,ai_length_var
chatbot_arena_0019,0.12833658219623134,0.0005934337082086257,-0.034450942170240445,0.14556205328135155,0.034450942170240445,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.9523809523809523,0.0,0.04761904761904767,9.954545454545455,0.46495,0.002011076666666667,-0.01966,0.0872,0.514,0.4268,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,11,109.5,98,40.5
chatbot_arena_0021,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,10.0,0.452725,0.00044323583333333343,-0.00273000000000001,0.044800000000000006,0.48,0.4352,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,6,66.5,8,0.5
chatbot_arena_0022,0.11513792564008968,2.41705281933052e-07,-0.0006952773287445119,0.11548556430446194,0.0006952773287445119,2,0.375,0.0625,-0.05,0.5,0.5,0.25,-0.25,0.0,0.0,0.5,0.0,0.8095238095238095,0.0,0.19047619047619047,8.96774193548387,0.46295,8.449666666666673e-05,0.0008000000000000062,0.020600000000000007,0.4704,0.4498,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,15.5,139,0.5,288
chatbot_arena_0023,0.15442502427521154,0.001209072747627604,-0.04917464280760164,0.17901234567901236,0.04917464280760164,2,0.25,0.08333333333333333,-0.2,0.5,0.5,0.0,-0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,10.0,0.44820000000000004,0.018921060000000003,-0.08368,0.2781,0.52,0.2419,0,0,0.58,0.025599999999999994,0.09599999999999999,4,1.6094379124341003,2,2,6.5,142.5,12.5,31000.5
chatbot_arena_0025,0.1419753086419753,0.0019051973784484071,-0.06172839506172839,0.1728395061728395,0.06172839506172839,2,0.25,0.08333333333333333,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.9285714285714286,0.0,0.0714285714285714,6.066666666666666,0.469275,0.0019606291666666668,-0.022929999999999996,0.0928,0.5253,0.4325,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,7.5,45.5,4.5,1200.5
chatbot_arena_0027,0.11312953478446436,0.018127526516267253,0.19040759709773797,0.20833333333333334,0.19040759709773797,2,0.25,0.25,0.3,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.9591836734693877,0.0,0.04081632653061229,0.6326530612244898,0.43685,4.738999999999982e-05,0.0030799999999999994,0.01589999999999997,0.4431,0.4272,0,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,73.5,46.5,9384.5,1404.5
chatbot_arena_0028,0.21572159565580618,0.001001159752015097,-0.04474728487886381,0.23809523809523808,0.04474728487886381,2,0.5,0.16666666666666666,0.3,1.0,0.25,0.75,0.5,0.0,0.0,0.5,0.0,0.9166666666666666,0.0,0.08333333333333337,10.0,0.4734,0.0015625133333333316,-0.009419999999999994,0.08809999999999996,0.5215,0.4334,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,6.5,130,4.5,7200
chatbot_arena_0029,0.15873015873015872,0.009070294784580503,0.05714285714285716,0.3015873015873016,0.19047619047619052,4,0.4375,0.03125,-0.02976190476190476,0.5,0.5,0.375,-0.125,0.0,0.0,0.5,0.0,0.9848484848484849,0.0006887052341597783,0.015151515151515138,4.0,0.4666625,0.0001518998214285715,0.0009035714285714328,0.041100000000000025,0.4858,0.4447,3,3,0.5,0.0,0.0,8,2.1972245773362196,4,4,9,36,31.333333333333332,236
chatbot_arena_0031,0.1950056116722783,0.041760824355287496,-0.28900112233445563,0.3395061728395061,0.28900112233445563,2,0.375,0.0625,0.15,0.5,0.25,0.5,0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.2352941176470589,0.45645,0.0035450966666666682,-0.042940000000000006,0.14090000000000003,0.54,0.3991,0,0,0.52,0.0015999999999999983,0.023999999999999987,4,1.6094379124341003,2,2,8.5,10.5,0.5,0.5
chatbot_arena_0032,0.1193452380952381,2.4112654320987677e-05,-0.0069444444444444475,0.12281746031746033,0.0069444444444444475,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666663,10.0,0.46175,0.0008965099999999995,-0.022559999999999997,0.07279999999999998,0.5,0.4272,0,0,0.5,0.0,0.0,4,1.6094379124341003,2,2,7,191.5,18,1984.5
chatbot_arena_0033,0.07017543859649122,0.009849184364419821,-0.14035087719298245,0.14035087719298245,0.14035087719298245,2,0.25,0.08333333333333333,0.2,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,8.4,0.46305,0.0005567500000000001,-0.01012,0.054900000000000004,0.4949,0.44,0,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,10,84,162,2888
chatbot_arena_0034,0.13306475949061503,0.000963925354341789,-0.04390729675900781,0.15501840787011892,0.04390729675900781,2,0.25,0.08333333333333333,0.2,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.9,0.0,0.09999999999999998,10.0,0.473925,0.002477295833333334,-0.006270000000000003,0.10470000000000002,0.5362,0.4315,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,11,167,18,18432
chatbot_arena_0039,0.2005005005005005,0.007047067087107131,-0.11871871871871875,0.2598598598598599,0.11871871871871875,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,10.0,0.480675,0.0026487625000000017,-0.025770000000000022,0.10730000000000006,0.54,0.4327,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,6,74,0,0
chatbot_arena_0040,0.23374754948460125,0.0007575260586172729,0.038923670397773974,0.25320938468348825,0.038923670397773974,2,0.625,0.0625,0.15,0.5,0.5,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.5035000000000001,0.0014258199999999987,0.003539999999999999,0.09059999999999996,0.5546,0.464,1,0,0.5,0.0,0.0,4,1.6094379124341003,2,2,5,129,32,29768
chatbot_arena_0042,0.08333333333333333,0.0015432098765432098,0.05555555555555555,0.1111111111111111,0.05555555555555555,2,0.375,0.0625,-0.05,0.5,0.5,0.25,-0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.0,3.533333333333333,0.44905,0.00041811000000000024,-0.011640000000000001,0.04770000000000002,0.4748,0.4271,1,0,0.5,0.0,0.0,4,1.6094379124341003,2,2,7.5,26.5,60.5,924.5
chatbot_arena_0043,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,2,0.25,0.08333333333333333,0.1,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.8461538461538461,0.0,0.15384615384615385,10.0,0.438,0.001967253333333334,-0.005680000000000002,0.09560000000000002,0.4756,0.38,1,1,0.52,0.0015999999999999983,-0.007999999999999997,4,1.6094379124341003,2,2,7.5,289,4.5,392
chatbot_arena_0045,0.17154418220216786,0.0023430657126502067,-0.016460181723203224,0.21428571428571427,0.0953042328042328,3,0.3333333333333333,0.06666666666666667,-0.11428571428571428,0.5,0.5,0.16666666666666666,-0.33333333333333337,0.0,0.0,0.5,0.0,0.8421052631578947,0.04986149584487534,0.1578947368421053,8.620689655172415,0.4799833333333333,0.004138097666666666,-0.012357142857142853,0.16619999999999996,0.591,0.4248,2,1,0.5,0.0,0.0,6,1.9459101490553132,3,3,9.666666666666666,83.33333333333333,56.333333333333336,15500.333333333336
chatbot_arena_0046,0.12407407407407407,0.0003189300411522637,0.013888888888888895,0.14444444444444446,0.033333333333333354,3,0.4166666666666667,0.04166666666666667,-0.014285714285714284,0.5,0.5,0.3333333333333333,-0.16666666666666669,0.0,0.0,0.6666666666666666,0.0,0.9166666666666667,0.013888888888888883,0.08333333333333326,10.0,0.47331666666666666,0.001915977666666668,-0.013517142857142866,0.11540000000000006,0.54,0.4246,2,2,0.5,0.0,0.0,6,1.9459101490553132,3,3,4.666666666666667,100,4.333333333333333,868
chatbot_arena_0048,0.1224537037037037,0.008950724451303156,-0.1337962962962963,0.18935185185185185,0.1337962962962963,2,0.25,0.08333333333333333,-0.2,0.5,0.5,0.0,-0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.25,0.50035,0.0008410033333333347,-0.015860000000000003,0.06290000000000007,0.5348,0.4719,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,8,66,50,2312
chatbot_arena_0049,0.05555555555555555,0.006172839506172839,-0.1111111111111111,0.1111111111111111,0.1111111111111111,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.7894736842105263,0.0,0.21052631578947367,4.619047619047619,0.458125,0.0020403291666666666,-0.0070899999999999965,0.09689999999999999,0.5221,0.4252,1,0,0.46,0.006399999999999999,0.015999999999999997,4,1.6094379124341003,2,2,21,97,392,128
chatbot_arena_0053,0.05712473810884283,0.002823378282532846,-0.04424445483351515,0.11835748792270533,0.09520933977455717,3,0.16666666666666666,0.06666666666666668,0.05714285714285714,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.9090909090909091,0.01652892561983472,0.09090909090909094,7.833333333333333,0.45394999999999996,0.001421887,0.0007914285714285715,0.09839999999999999,0.4906,0.3922,2,2,0.5266666666666666,0.004266666666666668,-0.013714285714285717,6,1.9459101490553132,3,3,10,78.33333333333333,36,602.3333333333334
chatbot_arena_0054,0.18556469015184612,0.009042051082327111,0.13447714365145558,0.2528032619775739,0.13447714365145558,2,0.5,0.16666666666666666,0.3,1.0,0.25,0.75,0.5,0.0,0.0,0.5,0.0,0.8571428571428572,0.0,0.1428571428571428,10.0,0.392875,0.006844009166666668,-0.03803,0.18770000000000003,0.4702,0.2825,1,1,0.6,0.010133333333333333,0.040000000000000015,4,1.6094379124341003,2,2,8,93,8,512
chatbot_arena_0057,0.1343710860619073,0.0011260712923658513,-0.026838432635534086,0.1728395061728395,0.06172839506172839,3,0.5833333333333334,0.041666666666666664,0.014285714285714285,0.5,0.5,0.6666666666666666,0.16666666666666663,0.0,0.0,1.0,0.0,0.9666666666666667,0.0022222222222222214,0.033333333333333326,10.0,0.46081666666666665,0.002814657666666667,-0.02072285714285714,0.15560000000000002,0.54,0.3844,2,2,0.5133333333333333,0.0010666666666666656,0.011428571428571423,6,1.9459101490553132,3,3,8.333333333333334,134.33333333333334,1.3333333333333333,82.33333333333333
chatbot_arena_0058,0.21961122104800265,0.005765136042205978,0.10737910450554128,0.2733007733007733,0.10737910450554128,2,0.25,0.08333333333333333,-0.1,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.8571428571428572,0.0,0.1428571428571428,10.0,0.46,0.00033622000000000046,-0.011500000000000005,0.040200000000000014,0.4733,0.4331,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,13,228,2,2178
chatbot_arena_0059,0.2442230317430592,0.0017924859530836974,0.059874634914689834,0.2741603492004041,0.059874634914689834,2,0.375,0.0625,-0.05,0.5,0.5,0.25,-0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.489525,0.0034315024999999983,0.013589999999999991,0.11459999999999998,0.5546,0.44,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,6,132,50,31250
chatbot_arena_0062,0.1477375918038607,0.0012536518581409803,0.005726990740303149,0.21056241426611796,0.09168129538499907,6,0.5,0.045454545454545456,-0.027972027972027972,1.0,0.5833333333333334,0.4166666666666667,-0.16666666666666669,0.16666666666666666,0.0,0.0,0.16666666666666666,0.99375,0.00019531249999999998,0.006249999999999978,7.8,0.4425,0.001980139999999999,-0.00799020979020979,0.18749999999999994,0.5186,0.3311,5,4,0.5133333333333333,0.002133333333333334,0.006153846153846155,12,2.5649493574615367,6,6,10,78,86.4,1360.4
chatbot_arena_0063,0.24474003711291847,0.0018549315577271398,0.06090864565440837,0.27519435994012265,0.06090864565440837,2,0.5,0.16666666666666666,0.1,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,10.0,0.524775,0.0028718024999999977,-0.010669999999999995,0.13099999999999995,0.591,0.46,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,8,92,98,14450
chatbot_arena_0065,0.1491959415936024,0.008473357018221585,-0.13017954538422374,0.21428571428571427,0.13017954538422374,2,0.375,0.0625,-0.15,0.5,0.5,0.25,-0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.0,7.714285714285714,0.495275,0.002562729166666667,-0.02945000000000001,0.1049,0.5546,0.4497,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,14,108,338,20402
chatbot_arena_0068,0.17935990297974924,0.019056292801336586,-0.13719177398422683,0.3253968253968254,0.27438354796845366,3,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.6666666666666666,0.8529411764705882,0.04325259515570936,0.1470588235294118,8.391304347826086,0.46653333333333336,0.003153786666666666,0.0068914285714285735,0.17459999999999998,0.5546,0.38,1,1,0.4866666666666667,0.001066666666666667,-0.01142857142857143,6,1.9459101490553132,3,3,7.666666666666667,64.33333333333333,49.333333333333336,6821.333333333333
chatbot_arena_0069,0.3249766475176311,0.005809132170755116,0.10778805287002002,0.3788706739526411,0.10778805287002002,2,0.5,0.16666666666666666,0.1,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.11111111111111116,10.0,0.46299999999999997,0.0009923,-0.011799999999999988,0.05790000000000001,0.4908,0.4329,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,5,50,0,242
chatbot_arena_0070,0.17752957357419835,0.0032538809471697053,-0.08067070034615673,0.2178649237472767,0.08067070034615673,2,0.375,0.0625,0.15,0.5,0.25,0.5,0.25,0.0,0.0,1.0,2.0,0.9375,0.0,0.0625,10.0,0.49977499999999997,5.502916666666667e-05,0.0026300000000000047,0.017600000000000005,0.5072,0.4896,1,0,0.5,0.0,0.0,4,1.6094379124341003,2,2,9,162,32,32768
chatbot_arena_0071,0.2086990119777005,0.001445158060129777,0.05376166031903734,0.23557984213721916,0.05376166031903734,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,10.0,0.4438,0.0039622533333333295,0.0034400000000000043,0.14719999999999994,0.5267,0.3795,1,1,0.54,0.0021333333333333313,0.015999999999999993,4,1.6094379124341003,2,2,8.5,88.5,12.5,2244.5
chatbot_arena_0072,0.20919244032658058,0.012415696450778215,0.05434657666955563,0.3196999347684279,0.2228293299864307,3,0.3333333333333333,0.06666666666666667,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.9642857142857143,0.002551020408163263,0.0357142857142857,10.0,0.49995,0.0011550669999999999,-0.005534285714285727,0.09970000000000001,0.535,0.4353,1,1,0.4866666666666667,0.001066666666666667,-0.01142857142857143,6,1.9459101490553132,3,3,7.333333333333333,121.66666666666667,0.3333333333333333,6265.333333333333
chatbot_arena_0074,0.13979150013322675,0.0005571109548101811,-0.033379962696509446,0.15648148148148147,0.033379962696509446,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.500525,0.0018442358333333334,-0.027770000000000006,0.09989999999999999,0.5415,0.4416,1,0,0.5,0.0,0.0,4,1.6094379124341003,2,2,4.5,84.5,24.5,5940.5
chatbot_arena_0075,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,2,0.375,0.0625,0.15,0.5,0.25,0.5,0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.0,5.428571428571429,0.470175,0.0005533158333333328,-0.006549999999999995,0.05359999999999998,0.4981,0.4445,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,7,38,8,1058
chatbot_arena_0076,0.05972222222222222,0.007133487654320986,-0.11944444444444444,0.11944444444444444,0.11944444444444444,2,0.375,0.0625,0.15,0.5,0.25,0.5,0.25,0.0,0.0,1.0,0.0,0.8,0.0,0.19999999999999996,5.25,0.49695,0.0007271300000000001,-0.0010599999999999997,0.0514,0.52,0.4686,0,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,6,31.5,2,1860.5
chatbot_arena_0079,0.17347883597883595,0.0005778201198174742,0.033994708994708994,0.19047619047619047,0.033994708994708994,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.51095,0.0029121766666666653,-0.029879999999999997,0.13129999999999997,0.5747,0.4434,1,0,0.5,0.0,0.0,4,1.6094379124341003,2,2,4,63.5,18,2244.5
chatbot_arena_0081,0.09903381642512077,0.0002917220938645008,-0.024154589371980673,0.1111111111111111,0.024154589371980673,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,10.0,0.4781,0.0025334800000000003,-0.009960000000000007,0.1008,0.52,0.4192,1,1,0.52,0.0015999999999999983,-0.007999999999999997,4,1.6094379124341003,2,2,4.5,150.5,0.5,21840.5
chatbot_arena_0082,0.16966966966966965,0.005523541559577596,0.10510510510510511,0.2222222222222222,0.10510510510510511,2,0.375,0.0625,0.05,0.5,0.25,0.5,0.25,0.0,0.0,0.5,0.0,0.7333333333333334,0.0,0.2666666666666666,9.3,0.43965,0.0018048299999999997,-0.03112,0.0963,0.4763,0.38,0,0,0.5,0.0,0.0,4,1.6094379124341003,2,2,10,93,8,16928
chatbot_arena_0083,0.17087542087542087,0.00527298801709576,0.10269360269360268,0.2222222222222222,0.10269360269360268,2,0.375,0.0625,0.15,0.5,0.25,0.5,0.25,0.0,0.0,0.5,0.0,0.9090909090909091,0.0,0.09090909090909094,5.923076923076923,0.477175,0.0003714825000000004,0.0049499999999999935,0.04410000000000003,0.4933,0.4492,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,6.5,38.5,4.5,1512.5
chatbot_arena_0084,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.2727272727272727,10.0,0.48285,0.002277716666666667,-0.023540000000000005,0.09820000000000001,0.54,0.4418,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,7,269,8,6498
chatbot_arena_0086,0.2511574074074074,0.002574695644718788,-0.07175925925925919,0.287037037037037,0.07175925925925919,2,0.625,0.0625,-0.05,0.5,0.75,0.5,-0.25,0.0,0.0,0.5,0.5,1.0,0.0,0.0,8.571428571428571,0.48369999999999996,0.00639159333333333,0.03511999999999999,0.19199999999999995,0.572,0.38,1,0,0.52,0.0015999999999999983,-0.007999999999999997,4,1.6094379124341003,2,2,3.5,30,12.5,648
chatbot_arena_0087,0.19750442458775794,0.0022450928941692566,-0.00024737608070939945,0.25429292929292935,0.10973625140291812,4,0.5625,0.03125,-0.005952380952380952,0.5,0.625,0.5,-0.125,0.0,0.0,0.5,0.5,0.8690476190476191,0.0514455782312925,0.13095238095238093,10.0,0.468375,0.002882076428571428,-0.008811904761904759,0.16699999999999998,0.591,0.424,2,2,0.51,0.0007999999999999992,-0.000952380952380952,8,2.1972245773362196,4,4,12,122,122,7812.666666666667
chatbot_arena_0088,0.09402177352997025,0.007991209651590614,-0.06208670028342159,0.17222222222222222,0.1572072072072072,4,0.625,0.05357142857142857,0.011904761904761904,0.5,0.625,0.625,0.0,0.0,0.0,0.5,0.75,0.9761904761904762,0.001700680272108842,0.023809523809523836,10.0,0.48017499999999996,0.003102062142857141,-0.01739523809523809,0.17849999999999994,0.568,0.3895,2,2,0.51,0.0007999999999999992,0.002857142857142856,8,2.1972245773362196,4,4,5.5,79.5,7.0,1883.0
chatbot_arena_0089,0.1455026455026455,0.0035483329134122776,-0.051587301587301584,0.21428571428571427,0.10317460317460317,3,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.95,0.0049999999999999975,0.050000000000000044,10.0,0.5074166666666666,0.0027742176666666666,-0.015940000000000003,0.1442,0.591,0.4468,2,2,0.48666666666666664,0.003626666666666666,-0.006857142857142863,6,1.9459101490553132,3,3,4,150,7,15469
chatbot_arena_0090,0.1695044030684169,0.008792512439109827,0.08141099577085736,0.2777777777777778,0.16282199154171473,3,0.3333333333333333,0.06666666666666667,0.02857142857142857,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.9333333333333333,0.008888888888888885,0.06666666666666665,10.0,0.4568,0.00040679599999999974,-0.0023314285714285655,0.05049999999999999,0.4829,0.4324,1,1,0.4866666666666667,0.001066666666666667,-0.0022857142857142863,6,1.9459101490553132,3,3,7.666666666666667,264,4.333333333333333,651
chatbot_arena_0091,0.1327576453362617,0.007740394178941313,-0.12442181624571563,0.1949685534591195,0.12442181624571563,2,0.5,0.3333333333333333,0.2,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.8235294117647058,0.0,0.17647058823529416,10.0,0.44934999999999997,0.00020847000000000029,-0.004200000000000009,0.027400000000000035,0.4621,0.4347,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,11,142.5,2,544.5
chatbot_arena_0093,0.08511659807956104,0.002753654686032881,-0.07421124828532237,0.12222222222222223,0.07421124828532237,2,0.125,0.0625,0.05,0.5,0.0,0.25,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.882352941176471,0.44865,0.0006870166666666673,-0.0021399999999999974,0.05570000000000003,0.4832,0.4275,1,1,0.5,0.0,0.0,4,1.6094379124341003,2,2,8.5,67,12.5,392
chatbot_arena_0094,0.07556894243641232,0.008087342677268647,0.05512717536813923,0.17777777777777778,0.17777777777777778,4,0.4375,0.03125,-0.02976190476190476,0.5,0.5,0.375,-0.125,0.0,0.0,0.5,0.0,0.9710144927536232,0.0025204788909892846,0.02898550724637683,6.142857142857143,0.466075,0.0009128050000000003,0.002311904761904767,0.08750000000000002,0.52,0.4325,3,3,0.5,0.0,0.0,8,2.1972245773362196,4,4,10.5,64.5,27.666666666666668,643.6666666666666
